LocationName,ProductCount,LocationStockAvailable,ProductsBelowAlertPoint,ProductsOutOfStock,AvgCostPrice,AvgRetailPrice,LocationTotalCostValue,LocationTotalRetailValue,TotalProductCount,TotalLocationStockAvailable,TotalProductsBelowAlertPoint,TotalProductsOutOfStock,TotalAvgCostPrice,TotalAvgRetailPrice,TotalLocationTotalCostValue,TotalLocationTotalRetailValue
Scanlon Hair,189,316.00,21,34,19.19,34.86,"1,000.51","11,884.70",189,316.00,21,34,19.19,34.86,"1,000.51","11,884.70"

ProductName,SkuHandle,ProductLocation,StockAvailable,ReorderAlertThreshold,Textbox49,UnitCostPrice,UnitRetailPrice,TotalCostValue,TotalRetailValue,TotalStockAvailable,Textbox50,TotalUnitCostPrice,TotalUnitRetailPrice,TotalTotalCostValue,TotalTotalRetailValue
NAK Amped Up Fibrous Gel 150ml,9328514006396,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Beard Elixir 30ml ,9328514010232,Scanlon Hair,2.00,,2.72,,29.95,,59.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Blonde Conditioner 375ml,9328514006051,Scanlon Hair,0.00,,2.45,24.50,26.95,0.00,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Blonde Plus Conditioner 375ml,,Scanlon Hair,0.00,,2.54,,27.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Blonde Plus Shampoo 375ml,9328514006082,Scanlon Hair,2.00,,2.54,,27.95,,55.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Blonde Shampoo,,Scanlon Hair,0.00,,2.45,26.95,26.95,0.00,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Conditioner 375ml,9328514006136,Scanlon Hair,2.00,,2.54,,27.95,,55.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Sea Salt Root Lift 250ml,9328514006785,Scanlon Hair,0.00,,2.45,,26.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Sea Salt Root Lift 250ml ,,Scanlon Hair,0.00,,0.00,,24.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Shampoo 375ml,,Scanlon Hair,0.00,,2.54,,27.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Styling Glaze 150ml,9328514006709,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Body N Shine Volumising Foam 270ml,9328514006419,Scanlon Hair,2.00,,1.81,,19.95,,39.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Daily Detox Shampoo  250ml,9328514010102,Scanlon Hair,1.00,,1.81,,19.95,,19.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Dandruff Control Shampoo 375ml,9328514006174,Scanlon Hair,2.00,,2.54,,27.95,,55.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Done N Dirty 90g,9328514001353,Scanlon Hair,1.00,,2.18,,24.00,,24.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Done N Dusted 10g,9328514007218,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Dry Klean Dry Shampoo 200ml,9328514006433,Scanlon Hair,0.00,,1.81,,19.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Fixation Finishing Spray 100g,,Scanlon Hair,0.00,,0.63,,6.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Fixation Finishing Spray 576ml,9328514006426,Scanlon Hair,2.00,2,1.27,,13.95,,27.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK High Volume Texture Spray 171ml,9328514010133,Scanlon Hair,2.00,,2.54,,27.95,,55.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Nak Hydrating Conditioner 100ml,,Scanlon Hair,0.00,,1.00,,10.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Hydrating Conditioner 375ml,9328514006204,Scanlon Hair,3.00,,2.54,,27.95,,83.85,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Nak Hydrating Shampoo 100ml,,Scanlon Hair,0.00,,1.00,,10.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Hydrating Shampoo 375ml,,Scanlon Hair,0.00,,2.54,,27.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK In Shape 90g,9328514001377,Scanlon Hair,0.00,,2.36,,25.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Kurls Styling Creme 150ml,9328514006679,Scanlon Hair,2.00,,2.54,,27.95,,55.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Luxe Finishing Creme 100ml,,Scanlon Hair,0.00,,0.00,,0.00,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Nourishing Conditioner 375ml,9328514006266,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Nourishing Shampoo 375ml,,Scanlon Hair,0.00,,2.54,,27.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Options Sculpting Lotion 150ml,9328514006488,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Outakontrol 90g,9328514001384,Scanlon Hair,1.00,,2.36,,25.95,,25.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Blonde Duo with Luxe Finishing Creme,9328514013509,Scanlon Hair,0.00,,3.45,,37.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Blonde Plus Duo with Luxe Finishing Creme,9328514013516,Scanlon Hair,0.00,,3.45,,37.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Body N Shine Duo with Luxe Finishing Creme,9328514013523,Scanlon Hair,1.00,,3.45,,37.95,,37.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Hydrating Duo with Luxe Finishing Creme,9328514013530,Scanlon Hair,0.00,,3.45,,37.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Hydrating Quad,9328514013400,Scanlon Hair,1.00,,5.17,56.90,56.90,56.90,56.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Nourishing Duo with Lux Finishing Creme,9328514013547,Scanlon Hair,1.00,,3.45,19.16,37.95,19.16,37.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Pack Volumising Trio,9328514013271,Scanlon Hair,1.00,,4.54,,49.95,,49.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Platinum Blonde 375ml,9328514016623,Scanlon Hair,0.00,,2.54,,27.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Repl Ends Blonde Leave In Moisturiser 150ml,9328514006723,Scanlon Hair,1.00,,2.63,,28.95,,28.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Repl Ends Leave In Moisturiser,9328514006563,Scanlon Hair,1.00,,2.63,,28.95,,28.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Repl Ends Spray 250ml,9328514006730,Scanlon Hair,2.00,,2.45,,26.95,,53.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Shine Mist 222ml,9328514010119,Scanlon Hair,1.00,,2.54,26.95,27.95,26.95,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Surf Styler 250ml,9328514006778,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Tough N Up 90g,9328514001414,Scanlon Hair,1.00,,2.36,,25.95,,25.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Ultimate Cleanse Shampoo 375ml,9328514006310,Scanlon Hair,1.00,,2.54,,27.95,,27.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Ultimate Potion Styling Treatment 150ml,9328514011017,Scanlon Hair,2.00,,2.63,,28.95,,57.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
NAK Ultimate Treatment 60 Second Repair 150ml,9328514001292,Scanlon Hair,1.00,,2.63,,28.95,,28.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Popband Headbands ,713072707141,Scanlon Hair,1.00,,1.18,12.95,12.95,12.95,12.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Poplaces - Black,700729852569,Scanlon Hair,2.00,,0.90,,9.95,,19.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Poplaces - Blue,757440438527,Scanlon Hair,1.00,,0.90,,9.95,,9.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Poplaces - pink,757440438503,Scanlon Hair,2.00,,0.90,9.95,9.95,19.90,19.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Compact Groomer Hairbrush - Mens,5060173370145,Scanlon Hair,1.00,,3.18,,34.95,,34.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Compact Styler Hairbrush - Flamingo,5060173371401,Scanlon Hair,0.00,,3.18,,34.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Compact Styler Hairbrush - Frozen,5060173370619,Scanlon Hair,1.00,,3.18,,34.95,,34.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Compact Styler Hairbrush - Gold,5060173370589,Scanlon Hair,1.00,,3.18,,34.95,,34.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Compact Styler Hairbrush - Starwars,5060173370794,Scanlon Hair,1.00,,3.18,,34.95,,34.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Flowerpot Brush Blue / Orange,5060173370091,Scanlon Hair,2.00,,3.18,,34.95,,69.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Flowerpot Brush Yellow / Pink,5060173370053,Scanlon Hair,1.00,,3.18,,34.95,,34.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Salon Elite Hairbrush - Black,5060173375041,Scanlon Hair,1.00,,2.72,,29.95,,29.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Salon Elite Hairbrush - Blue/Pink,5060173375010,Scanlon Hair,1.00,,2.72,,29.95,,29.95,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Salon Elite Hairbrush - Purple/Pink,5060173375027,Scanlon Hair,2.00,,2.72,,29.95,,59.90,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"
Tangle Teezer Salon Original Hairbrush - White/Red,5060173373900,Scanlon Hair,0.00,,2.72,,29.95,,0.00,316.00,570.07,498.94,"6,553.65","1,000.51","11,884.70"

