"id","created_at","updated_at","supplier","barcode","product_range","display_name","order_name","supplier_sequence","discontinued","product_usage","current_max_stock","current_stock_available","current_cost_price","current_retail_price"
"160","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630415744","Inoa","Inoa 7,13","","02.01.47","0","Professional","1","1",\N,"0.00"
"161","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630696365","Inoa","Inoa 7,18","","02.01.48","0","Professional","1","1",\N,"0.00"
"162","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","","Inoa","Inoa 7,23","","02.01.49","0","Professional","1","1",\N,"0.00"
"163","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630660748","Inoa","Inoa 7,3","","02.01.50","0","Professional","2","0",\N,"0.00"
"164","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416048","Inoa","Inoa 7,31","","02.01.51","0","Professional","1","1",\N,"0.00"
"165","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630447455","Inoa","Inoa 7,34","","02.01.52","0","Professional","1","1",\N,"0.00"
"166","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416147","Inoa","Inoa 7,35","","","1","Professional","0","1",\N,"0.00"
"167","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630642454","Inoa","Inoa 7,4","","02.01.53","0","Professional","1","1",\N,"0.00"
"168","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416246","Inoa","Inoa 7,43","","02.01.54","0","Professional","2","1",\N,"0.00"
"169","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630482401","Inoa","Inoa 7,44","","02.01.55","0","Professional","1","2",\N,"0.00"
"170","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630482272","Inoa","Inoa 7,45","","02.01.56","0","Professional","1","1",\N,"0.00"
"171","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630541122","Inoa","Inoa 7,8","","02.01.57","0","Professional","1","1",\N,"0.00"
"172","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416345","Inoa","Inoa 8","","02.01.58","0","Professional","4","3",\N,"0.00"
"173","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630642850","Inoa","Inoa 8,0","","02.01.59","0","Professional","1","0",\N,"0.00"
"174","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416444","Inoa","Inoa 8,1","","02.01.60","0","Professional","1","1",\N,"0.00"
"175","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630568525","Inoa","Inoa 8,11","","02.01.61","0","Professional","1","1",\N,"0.00"
"176","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630447554","Inoa","Inoa 8,13","","02.01.62","0","Professional","1","1",\N,"0.00"
"177","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636383085","Inoa","Inoa 8,21 Blond Resist","","02.01.63","0","Professional","2","2",\N,"0.00"
"178","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630484214","Inoa","Inoa 8,23","","02.01.64","0","Professional","1","1",\N,"0.00"
"179","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","","Inoa","Inoa 8,3","","02.01.65","0","Professional","1","1",\N,"0.00"
"180","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","","Inoa","Inoa 8,31","","02.01.66","0","Professional","1","1",\N,"0.00"
"181","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","","Inoa","Inoa 8,34","","02.01.67","0","Professional","1","1",\N,"0.00"
"182","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630484511","Inoa","Inoa 8,40","","02.01.68","0","Professional","1","1",\N,"0.00"
"183","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630696464","Inoa","Inoa 8,8","","02.01.69","0","Professional","1","1",\N,"0.00"
"184","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416833","Inoa","Inoa 9","","02.01.70","0","Professional","2","2",\N,"0.00"
"185","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630642959","Inoa","Inoa 9,0","","02.01.71","0","Professional","1","0",\N,"0.00"
"186","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630482678","Inoa","Inoa 9,01","","","1","Professional","0","1",\N,"0.00"
"187","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630447653","Inoa","Inoa 9,1","","02.01.72","0","Professional","1","1",\N,"0.00"
"188","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630642355","Inoa","Inoa 9,11","","02.01.73","0","Professional","1","1",\N,"0.00"
"189","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636383092","Inoa","Inoa 9,12 Blond Resist","","02.01.74","0","Professional","1","1",\N,"0.00"
"190","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630416932","Inoa","Inoa 9,13","","02.01.75","0","Professional","1","1",\N,"0.00"
"191","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636383122","Inoa","Inoa 9,22 Blond Resist","","02.01.76","0","Professional","1","1",\N,"0.00"
"192","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630660946","Inoa","Inoa 9,3","","02.01.77","0","Professional","1","1",\N,"0.00"
"193","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630696563","Inoa","Inoa 9,8","","02.01.78","0","Professional","1","1",\N,"0.00"
"194","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630673373","Inoa","Inoa Blue","","02.01.02","0","Professional","1","1",\N,"0.00"
"195","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630634602","Inoa Carmilane","Inoa Carmilane 4,62","","02.02.01","0","Professional","1","1",\N,"0.00"
"196","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630634701","Inoa Carmilane","Inoa Carmilane 5,6","","02.02.02","0","Professional","1","1",\N,"0.00"
"197","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630634909","Inoa Carmilane","Inoa Carmilane 6,66","","02.02.03","0","Professional","1","2",\N,"0.00"
"198","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630655379","Inoa","Inoa Clear","","02.01.01","0","Professional","2","2",\N,"0.00"
"199","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630489561","Inoa Supreme","Inoa Supreme 10,13","","02.03.08","0","Professional","1","1",\N,"0.00"
"200","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630488762","Inoa Supreme","Inoa Supreme 6,23","","02.03.01","0","Professional","2","1",\N,"0.00"
"201","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630488564","Inoa Supreme","Inoa Supreme 7,32","","02.03.02","0","Professional","1","1",\N,"0.00"
"202","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630489264","Inoa Supreme","Inoa Supreme 7,34","","02.03.03","0","Professional","1","1",\N,"0.00"
"203","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630488861","Inoa Supreme","Inoa Supreme 8,13","","02.03.04","0","Professional","1","0",\N,"0.00"
"204","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630490352","Inoa Supreme","Inoa Supreme 8,23","","02.03.05","0","Professional","1","1",\N,"0.00"
"205","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630488663","Inoa Supreme","Inoa Supreme 8,31","","02.03.06","0","Professional","1","1",\N,"0.00"
"206","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630489752","Inoa Supreme","Inoa Supreme 9,13","","02.03.07","0","Professional","1","1",\N,"0.00"
"207","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630673472","Inoa","Inoa Green","","02.01.03","0","Professional","1","1",\N,"0.00"
"208","2018-10-14 12:38:32","2018-10-15 10:37:18","Unknown","9342495000310","Unknown","Latino Keratin Infused Conditioner  470ml","","","0","",\N,"2",\N,"35.00"
"209","2018-10-14 12:38:32","2018-10-15 10:37:18","Unknown","9342495000303","Unknown","Latino Keratin Infused Shampoo  470ml","","","0","",\N,"1",\N,"35.00"
"210","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630627178","Unknown","LOR Hair Chalk 50ml Blue Ocean Cruise","","","0","","0","3",\N,"25.00"
"211","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630627291","Unknown","LOR Hair Chalk 50ml Bronze Beach","","","0","","0","3",\N,"25.00"
"212","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630627130","Unknown","LOR Hair Chalk 50ml Coral Sunset","","","0","","0","4",\N,"25.00"
"213","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630627475","Unknown","LOR Hair Chalk 50ml First Date Violet","","","0","","0","3",\N,"25.00"
"214","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","","Unknown","LOR Hair Chalk 50ml Garden Party","","","0","","0","0",\N,"25.00"
"215","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630627215","Unknown","LOR Hair Chalk 50ml Sweet Sixteen Pink","","","0","","0","1",\N,"25.00"
"216","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630698000","Hair Touch Up","LOR Hair Touch Up Black 75ml","","06.01.01","0","Retail","3","3","21.95","21.95"
"217","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630698185","Hair Touch Up","LOR Hair Touch Up Brown 75ml","","06.01.02","0","Retail","3","2","21.95","21.95"
"218","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630698505","Hair Touch Up","LOR Hair Touch Up Dark Blonde 75ml","","06.01.05","0","Retail","3","2","21.95","21.95"
"219","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630698345","Hair Touch Up","LOR Hair Touch up Light Brown 75ml","","06.01.04","0","Retail","3","3",\N,"21.95"
"220","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636434091","Hair Touch Up","LOR Hair Touch up Mahogany Brown 75ml","","06.01.03","0","Retail","3","3",\N,"21.95"
"221","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636434145","Hair Touch Up","LOR Hair Touch up Warm Blonde 75ml","","06.01.06","0","Retail","3","2",\N,"21.95"
"222","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630729919","Infinium","LOR Infinium Hairspray 500ml","","08.111.01","0","","4","2",\N,"15.95"
"223","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630471764","Unknown","LOR Mythic Oil Masque 200ml","","","0","","0","1",\N,"31.00"
"224","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636391134","Unknown","LOR Mythic Oil Shampoo 250ml","","","0","","0","0",\N,"26.95"
"225","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","9315341031608","Unknown","LOR Pack For Coloured Hair","","","0","","0","5",\N,"54.95"
"226","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","9315341020381","Unknown","LOR Pack Luminous Blonde Hair","","","0","","0","0",\N,"69.95"
"227","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731912","Profiber","LOR PF Reconstruct Conditioner 200ml","","","0","Retail","0","1",\N,"26.00"
"228","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630732117","Profiber","LOR PF Reconstruct Leave In 75ml","","","0","Retail","0","3",\N,"29.00"
"229","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630732018","Profiber","LOR PF Reconstruct Masque 200ml","","","0","Retail","0","2",\N,"35.00"
"230","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731813","Profiber","LOR PF Reconstruct Shampoo 250ml","","","0","Retail","0","1",\N,"29.00"
"231","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636388790","Profiber","LOR PF Recreate  Shampoo 250ml","","","0","Retail","0","1",\N,"29.00"
"232","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636388868","Profiber","LOR PF Recreate Conditioner 200ml","","","0","Retail","0","2",\N,"29.00"
"233","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474636388882","Profiber","LOR PF Recreate Leave In 150ml","","","0","Retail","0","4","29.00","29.00"
"234","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731110","Profiber","LOR PF Rectify Conditioner 250ml","","","0","Retail","0","2",\N,"29.00"
"235","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731318","Profiber","LOR PF Rectify Leave In","","","0","Retail","0","2",\N,"29.00"
"236","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731219","Profiber","LOR PF Rectify Masque 200ml","","","0","Retail","0","4",\N,"35.00"
"237","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731011","Profiber","LOR PF Rectify Shampoo 250ml","","","0","Retail","0","2",\N,"29.00"
"238","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731516","Profiber","LOR PF Restore Conditioner 250ml","","","0","Retail","0","2",\N,"29.00"
"239","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731714","Profiber","LOR PF Restore Leave In 150ml","","","0","Retail","0","1",\N,"29.00"
"240","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731615","Profiber","LOR PF Restore Masque 200ml","","","0","Retail","0","4",\N,"35.00"
"241","2018-10-14 12:38:32","2018-10-15 10:37:18","L'Oreal","3474630731417","Profiber","LOR PF Restore Shampoo 250ml","","","0","Retail","0","2",\N,"29.00"
"242","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636481750","Serie Expert - Absolut Repair","LOR SE Absolut Repair Conditioner 200ml","","08.08.02","0","Retail","3","2","10.97","29.00"
"243","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636481712","Serie Expert - Absolut Repair","LOR SE Absolut Repair Shampoo 300ml","","08.08.01","0","Retail","3","2",\N,"29.00"
"244","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636481804","Serie Expert - Absolut Repair","LOR SE Absolute Repair Blow-Dry Cream 125ml","","08.08.05","0","Retail","2","2",\N,"26.00"
"245","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636481866","Serie Expert - Absolut Repair","LOR SE Absolute Repair Double Serum 2 x 15ml","","08.08.04","0","Retail","2","4",\N,"26.00"
"246","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474630641143","Serie Expert - Absolut Repair","LOR SE Absolute Repair Double Serum EX 2 x 15ml","","","1","Retail","0","1",\N,"26.00"
"247","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","884486339720","Serie Expert - Inforcer","LOR SE Inforcer Brush Proof 37g","","08.03.04","0","Retail","1","3",\N,"31.00"
"248","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636483976","Serie Expert - Inforcer","LOR SE Inforcer Conditioner 200ml","","08.03.02","0","Retail","2","3",\N,"29.00"
"249","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636483990","Serie Expert - Inforcer","LOR SE Inforcer Masque 250ml","","08.03.03","0","Retail","1","1",\N,"34.00"
"250","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636483938","Serie Expert - Inforcer","LOR SE Inforcer Shampoo 300ml","","08.03.01","0","Retail","2","2",\N,"29.00"
"251","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636482474","Serie Expert - Liss Unlimited","LOR SE Liss Unlimited Masque 250ml","","08.09.02","0","Retail","2","1","12.84","34.00"
"252","2018-10-14 12:38:32","2018-10-15 11:00:12","L'Oreal","3474636481910","Serie Expert - Liss Unlimited","LOR SE Liss Unlimited Shampoo 300ml","","08.09.01","0","Retail","2","2","10.97","29.00"
"253","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636482511","Serie Expert - Liss Unlimited","LOR SE Liss Unlimited Smoothing Cream 150ml","","08.09.03","0","Retail","1","3",\N,"26.00"
"254","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630536012","Serie Expert - Liss Unlimited","LOR SE Liss Unlimited Smoothing Cream EX 150ml","","","0","Retail","0","1",\N,"26.00"
"255","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474633001876","Serie Expert - Lumino Contrast","LOR SE Lumino Contrast 200ml","","08.04.02","0","Retail","0","2",\N,"31.00"
"256","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474633001807","Serie Expert - Lumino Contrast","LOR SE Lumino Contrast Shampoo 250ml","","08.04.01","0","Retail","0","1",\N,"26.00"
"257","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636506194","Serie Expert - Nutrifier","LOR SE Nutrifier Blow Dry Cream 150ml","","08.07.04","0","Retail","2","2",\N,"26.00"
"258","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636506156","Serie Expert - Nutrifier","LOR SE Nutrifier Conditioner 200ml","","08.07.02","0","Retail","2","1","10.97","29.00"
"259","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636382880","Serie Expert - Nutrifier","LOR SE Nutrifier Masque EX 200ml","","","1","Retail","0","1",\N,"31.00"
"260","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636506170","Serie Expert - Nutrifier","LOR SE Nutrifier Masque 250ml","","08.07.03","0","Retail","2","2",\N,"34.00"
"261","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636506125","Serie Expert - Nutrifier","LOR SE Nutrifier Shampoo 300ml","","08.07.01","0","Retail","2","2","10.97","29.00"
"262","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636568918","Serie Expert - Scalp","LOR SE Scalp Instant Clear Shampoo 300ml","","08.11.02","0","Retail","2","2",\N,"29.00"
"263","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636505593","Serie Expert - Scalp","LOR SE Scalp Sensi Balance Shampoo 300ml","","08.11.01","0","Retail","2","2",\N,"29.00"
"264","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636404407","Serie Expert - Shine Blond","LOR SE Shine Blonde Shampoo 250ml","","08.05.01","0","Retail","2","5",\N,"26.00"
"265","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636502844","Serie Expert - Silver","LOR SE Silver Shampoo 300ml","","08.06.01","0","Retail","2","1","29.00","29.00"
"266","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636483839","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX 10 in 1 Spray","","08.02.06","0","Retail","4","4",\N,"31.00"
"267","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636483778","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX Color Correct Blonde 150ml","","08.02.04","0","Retail","4","8",\N,"26.00"
"268","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636483815","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX Color Corrector Brunettes 150ml","","08.02.05","0","Retail","2","2",\N,"26.00"
"269","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636483648","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX Conditioner 200ml","","08.02.02","0","Retail","3","1","10.97","29.00"
"270","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630714762","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX Masque 200ml","","08.02.03","0","Retail","2","1",\N,"31.00"
"271","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636483891","Serie Expert - Vitamano Color A-OX","LOR SE Vit Col AOX Shampoo 300ml","","08.02.01","0","Retail","3","0","10.97","29.00"
"272","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630307476","Serie Expert - Vitamano Color A-OX","LOR SE Vitamino Color Masque 200ml","","","1","Retail","0","1",\N,"31.00"
"273","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636505890","Serie Expert - Volumetry","LOR SE Volumetry Conditioner 200ml","","08.10.02","0","Retail","3","1","10.97","29.00"
"274","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630527584","Serie Expert - Volumetry","LOR SE Volumetry Root Lift Spray 125ml","","08.10.03","0","Retail","1","1",\N,"26.00"
"275","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636505876","Serie Expert - Volumetry","LOR SE Volumetry Shampoo 300ml","","08.10.01","0","Retail","3","1","10.97","29.00"
"276","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474636452842","Smartbond","LOR Smartbond Conditioner 250ml","","","0","Retail","4","7","45.00","45.00"
"277","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630657632","Steampod","LOR Steampod","","","0","","0","4",\N,"330.00"
"278","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630643291","Serioxyl","LOR SX Coloured Hair Conditioner 250ml","","08.01.06","0","Retail","2","1",\N,"34.00"
"279","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630643178","Serioxyl","LOR SX Coloured Hair Shampoo 250ml","","08.01.05","0","Retail","2","3",\N,"34.00"
"280","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474636432905","Serioxyl","LOR SX Denser Hair Gelee 90ml","","08.01.02","0","Retail","2","1",\N,"60.00"
"281","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630643253","Serioxyl","LOR SX Natural Hair Conditioner 250ml","","08.01.04","0","Retail","1","2",\N,"34.00"
"282","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630643161","Serioxyl","LOR SX Natural Hair Shampoo 250ml","","08.01.03","0","Retail","1","2",\N,"34.00"
"283","2018-10-14 12:38:33","2018-10-15 10:37:18","L'Oreal","3474630643659","Serioxyl","LOR SX Thicker Hair 90ml","","08.01.01","0","Retail","2","2",\N,"60.00"
"284","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630648418","Techni Art - Dual Stylers","LOR TA Dual Stylers Sleek and Swing 150ml","","08.13.02","0","Retail","4","1",\N,"34.95"
"285","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630648371","Techni Art - Dual Stylers","LOR TA DualStylers Bouncy & Tender 150ml","","08.13.03","0","Retail","4","2",\N,"34.95"
"286","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630648456","Techni Art - Dual Stylers","LOR TA DualStylers Liss & Push Up 150ml","","08.13.01","0","Retail","4","3",\N,"34.95"
"287","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630625082","Techni Art - Fix","LOR TA Fix Air Fix 400ml","","08.16.01","0","Retail","2","2",\N,"31.95"
"288","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630624979","Techni Art - Fix","LOR TA Fix Anti-Frizz 250ml","","","1","Retail","1","2",\N,"25.95"
"289","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630613638","Techni Art - Fix","LOR TA Fix Design 200ml","","08.16.02","0","Retail","2","6",\N,"25.95"
"290","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630632196","Techni Art - Fix","LOR TA Fix Deviation Paste 100ml","","08.16.03","0","Retail","2","2",\N,"25.95"
"291","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630614727","Techni Art - Fix","LOR TA Fix Web 150ml","","08.16.04","0","Retail","2","1",\N,"25.95"
"292","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636370597","Techni Art - French Girl Hair","LOR TA French Girl Messy Cliche 150ml","","08.14.02","0","Retail","1","0",\N,"34.95"
"293","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630623026","Techni Art - Smoothing","LOR TA Smooth Liss Control 150ml","","08.18.01","0","Retail","2","4",\N,"25.95"
"294","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630623095","Techni Art - Smoothing","LOR TA Smooth Liss Control+ 50ml","","08.18.02","0","Retail","1","1",\N,"25.95"
"295","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636108374","Techni Art - Texture","LOR TA Texture Morning After Dust 200ml","","08.15.01","0","Retail","1","0",\N,"25.95"
"296","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630631809","Techni Art - Volume","LOR TA Volume Architect 150ml","","08.17.03","0","Retail","3","3",\N,"25.95"
"297","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630618695","Techni Art - Volume","LOR TA Volume Density Material 100ml","","08.17.05","0","Retail","2","2","10.67","25.95"
"298","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630614543","Techni Art - Volume","LOR TA Volume Full Volume Extra 250ml","","08.17.01","0","Retail","2","1",\N,"25.95"
"299","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630736221","Techni Art - Volume","LOR TA Volume Pli 190ml","","08.17.02","0","Retail","3","3",\N,"25.95"
"300","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630614611","Techni Art - Volume","LOR TA Volume Super Dust 7g","","08.17.04","0","Retail","1","0",\N,"25.95"
"301","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636355969","Techni Art - Wild Stylers","LOR TA WildStylers 60's Babe 250ml","","08.12.05","0","Retail","1","1",\N,"34.95"
"302","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630618435","Techni Art - Wild Stylers","LOR TA WildStylers Beach Waves 150ml","","08.12.04","0","Retail","2","3",\N,"34.95"
"303","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630631847","Techni Art - Wild Stylers","LOR TA WildStylers Crepage De Chignon 200ml","","08.12.01","0","Retail","2","2",\N,"34.95"
"304","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630618473","Techni Art - Wild Stylers","LOR TA WildStylers Depolish 100ml","","08.12.03","0","Retail","3","3","14.18","34.95"
"305","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630618329","Techni Art - Wild Stylers","LOR TA WildStylers Next Day Hair 250ml","","","0","Retail","1","2",\N,"34.95"
"306","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474636501953","Techni Art - Wild Stylers","LOR TA WildStylers Powder In Lotion 150ml","","08.12.06","0","Retail","1","1",\N,"34.95"
"307","2018-10-14 12:38:33","2018-10-15 11:00:12","L'Oreal","3474630618213","Techni Art - Wild Stylers","LOR TA WildStylers Scruff Me 150ml","","08.12.02","0","Retail","2","2",\N,"34.95"
"310","2018-10-14 12:38:33","2018-10-15 10:37:19","L'Oreal","3474634003893","Majicontrast","Majicontrast Copper","","03.08.02","0","Professional","1","1",\N,"0.00"
"311","2018-10-14 12:38:33","2018-10-15 10:37:19","L'Oreal","3474634003879","Majicontrast","Majicontrast Red","","03.08.03","0","Professional","1","1",\N,"0.00"
