LocationName,ProductCount,LocationStockAvailable,ProductsBelowAlertPoint,ProductsOutOfStock,AvgCostPrice,AvgRetailPrice,LocationTotalCostValue,LocationTotalRetailValue,TotalProductCount,TotalLocationStockAvailable,TotalProductsBelowAlertPoint,TotalProductsOutOfStock,TotalAvgCostPrice,TotalAvgRetailPrice,TotalLocationTotalCostValue,TotalLocationTotalRetailValue
Scanlon Hair,520,735.00,84,72,20.51,34.87,"1,139.36","11,874.60",520,735.00,84,72,20.51,34.87,"1,139.36","11,874.60"

ProductName,SkuHandle,ProductLocation,StockAvailable,ReorderAlertThreshold,Textbox49,UnitCostPrice,UnitRetailPrice,TotalCostValue,TotalRetailValue,TotalStockAvailable,Textbox50,TotalUnitCostPrice,TotalUnitRetailPrice,TotalTotalCostValue,TotalTotalRetailValue
"Inoa 6,64",3474630447356,Scanlon Hair,2.00,0,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 6,8",3474630541023,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa 7,3474630415546,Scanlon Hair,3.00,4,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,0",3474630491816,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,07",3474630568129,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,1",3474630415645,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,11 Blond Resist",3474636383108,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,13",3474630415744,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,18",3474630696365,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,23",,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,3",3474630660748,Scanlon Hair,0.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,31",3474630416048,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,34",3474630447455,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,35",3474630416147,Scanlon Hair,1.00,0,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,4",3474630642454,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,43",3474630416246,Scanlon Hair,1.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,44",3474630482401,Scanlon Hair,2.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,45",3474630482272,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 7,8",3474630541122,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa 8,3474630416345,Scanlon Hair,3.00,4,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,0",3474630642850,Scanlon Hair,0.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,1",3474630416444,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,11",3474630568525,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,13",3474630447554,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,21 Blond Resist",3474636383085,Scanlon Hair,2.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,23",3474630484214,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,3",,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,31",,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,34",,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,40",3474630484511,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 8,8",3474630696464,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa 9,3474630416833,Scanlon Hair,2.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,0",3474630642959,Scanlon Hair,0.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,01",3474630482678,Scanlon Hair,1.00,0,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,1",3474630447653,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,11",3474630642355,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,12 Blond Resist",3474636383092,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,13",3474630416932,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,22 Blond Resist",3474636383122,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,3",3474630660946,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa 9,8",3474630696563,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa Blue,3474630673373,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Carmilane 4,62",3474630634602,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Carmilane 5,6",3474630634701,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Carmilane 6,66",3474630634909,Scanlon Hair,2.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa Clear,3474630655379,Scanlon Hair,2.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Inoa Green,3474630673472,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 10,13",3474630489561,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 6,23",3474630488762,Scanlon Hair,1.00,2,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 7,32",3474630488564,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 7,34",3474630489264,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 8,13",3474630488861,Scanlon Hair,0.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 8,23",3474630490352,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 8,31",3474630488663,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
"Inoa Supreme 9,13",3474630489752,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Latino Keratin Infused Conditioner  470ml,9342495000310,Scanlon Hair,2.00,,3.18,,35.00,,70.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Latino Keratin Infused Shampoo  470ml,9342495000303,Scanlon Hair,1.00,,3.18,,35.00,,35.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml Blue Ocean Cruise,3474630627178,Scanlon Hair,3.00,,2.27,,25.00,,75.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml Bronze Beach,3474630627291,Scanlon Hair,3.00,,2.27,,25.00,,75.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml Coral Sunset,3474630627130,Scanlon Hair,4.00,,2.27,,25.00,,100.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml First Date Violet,3474630627475,Scanlon Hair,3.00,,2.27,,25.00,,75.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml Garden Party,,Scanlon Hair,0.00,,2.27,,25.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Chalk 50ml Sweet Sixteen Pink,3474630627215,Scanlon Hair,1.00,,2.27,,25.00,,25.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch Up Black 75ml,3474630698000,Scanlon Hair,3.00,3,2.00,21.95,21.95,65.85,65.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch Up Brown 75ml,3474630698185,Scanlon Hair,2.00,3,2.00,21.95,21.95,43.90,43.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch Up Dark Blonde 75ml,3474630698505,Scanlon Hair,2.00,3,0.00,21.95,21.95,43.90,43.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch up Light Brown 75ml,3474630698345,Scanlon Hair,3.00,3,2.00,,21.95,,65.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch up Mahogany Brown 75ml,3474636434091,Scanlon Hair,3.00,3,2.00,,21.95,,65.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Hair Touch up Warm Blonde 75ml,3474636434145,Scanlon Hair,2.00,3,2.00,,21.95,,43.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Infinium Hairspray 500ml,3474630729919,Scanlon Hair,2.00,2,1.45,,15.95,,31.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Mythic Oil Masque 200ml,3474630471764,Scanlon Hair,1.00,,2.82,,31.00,,31.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Mythic Oil Shampoo 250ml,3474636391134,Scanlon Hair,0.00,,2.45,,26.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Pack For Coloured Hair,9315341031608,Scanlon Hair,5.00,,5.00,,54.95,,274.75,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Pack Luminous Blonde Hair,9315341020381,Scanlon Hair,0.00,,6.36,,69.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Reconstruct Conditioner 200ml,3474630731912,Scanlon Hair,1.00,0,2.36,,26.00,,26.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Reconstruct Leave In 75ml,3474630732117,Scanlon Hair,3.00,0,2.64,,29.00,,87.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Reconstruct Masque 200ml,3474630732018,Scanlon Hair,2.00,0,3.18,,35.00,,70.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Reconstruct Shampoo 250ml,3474630731813,Scanlon Hair,1.00,0,2.64,,29.00,,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Recreate  Shampoo 250ml,3474636388790,Scanlon Hair,1.00,0,2.64,,29.00,,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Recreate Conditioner 200ml,3474636388868,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Recreate Leave In 150ml,3474636388882,Scanlon Hair,4.00,0,2.64,29.00,29.00,116.00,116.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Rectify Conditioner 250ml,3474630731110,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Rectify Leave In,3474630731318,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Rectify Masque 200ml,3474630731219,Scanlon Hair,4.00,0,3.18,,35.00,,140.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Rectify Shampoo 250ml,3474630731011,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Restore Conditioner 250ml,3474630731516,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Restore Leave In 150ml,3474630731714,Scanlon Hair,1.00,0,2.64,,29.00,,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Restore Masque 200ml,3474630731615,Scanlon Hair,4.00,0,3.18,,35.00,,140.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR PF Restore Shampoo 250ml,3474630731417,Scanlon Hair,2.00,0,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolut Repair Conditioner 200ml,3474636481750,Scanlon Hair,2.00,3,2.64,10.97,29.00,21.94,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolut Repair Masque 250ml,3474636481774,Scanlon Hair,1.00,2,3.09,,34.00,,34.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolut Repair Shampoo 300ml,3474636481712,Scanlon Hair,2.00,3,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolute Repair Blow-Dry Cream 125ml,3474636481804,Scanlon Hair,2.00,2,2.36,,26.00,,52.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolute Repair Double Serum 2 x 15ml,3474636481866,Scanlon Hair,4.00,2,2.36,,26.00,,104.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Absolute Repair Double Serum EX 2 x 15ml,3474630641143,Scanlon Hair,1.00,0,0.00,,26.00,,26.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Inforcer Brush Proof 37g,884486339720,Scanlon Hair,3.00,1,2.82,,31.00,,93.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Inforcer Conditioner 200ml,3474636483976,Scanlon Hair,3.00,2,2.64,,29.00,,87.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Inforcer Masque 250ml,3474636483990,Scanlon Hair,1.00,1,3.09,,34.00,,34.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Inforcer Shampoo 300ml,3474636483938,Scanlon Hair,2.00,2,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Liss Unlimited Masque 250ml,3474636482474,Scanlon Hair,1.00,2,3.09,12.84,34.00,12.84,34.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Liss Unlimited Shampoo 300ml,3474636481910,Scanlon Hair,2.00,2,2.64,10.97,29.00,21.94,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Liss Unlimited Smoothing Cream 150ml,3474636482511,Scanlon Hair,3.00,1,2.36,,26.00,,78.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Liss Unlimited Smoothing Cream EX 150ml,3474630536012,Scanlon Hair,1.00,0,0.00,,26.00,,26.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Lumino Contrast 200ml,3474633001876,Scanlon Hair,2.00,,2.82,,31.00,,62.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Lumino Contrast Shampoo 250ml,3474633001807,Scanlon Hair,1.00,0,2.36,,26.00,,26.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Nutrifier Blow Dry Cream 150ml,3474636506194,Scanlon Hair,2.00,2,0.00,,26.00,,52.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Nutrifier Conditioner 200ml,3474636506156,Scanlon Hair,1.00,2,2.64,10.97,29.00,10.97,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Nutrifier Masque 250ml,3474636506170,Scanlon Hair,2.00,2,3.09,,34.00,,68.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Nutrifier Masque EX 200ml,3474636382880,Scanlon Hair,1.00,0,2.82,,31.00,,31.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Nutrifier Shampoo 300ml,3474636506125,Scanlon Hair,2.00,2,2.64,10.97,29.00,21.94,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Scalp Instant Clear Shampoo 300ml,3474636568918,Scanlon Hair,2.00,2,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Scalp Sensi Balance Shampoo 300ml,3474636505593,Scanlon Hair,2.00,2,2.64,,29.00,,58.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Shine Blonde Shampoo 250ml,3474636404407,Scanlon Hair,5.00,2,2.36,,26.00,,130.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Silver Shampoo 300ml,3474636502844,Scanlon Hair,1.00,2,2.64,29.00,29.00,29.00,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX 10 in 1 Spray,3474636483839,Scanlon Hair,4.00,4,2.82,,31.00,,124.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX Color Correct Blonde 150ml,3474636483778,Scanlon Hair,8.00,4,2.36,,26.00,,208.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX Color Corrector Brunettes 150ml,3474636483815,Scanlon Hair,2.00,2,2.36,,26.00,,52.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX Conditioner 200ml,3474636483648,Scanlon Hair,1.00,3,2.64,10.97,29.00,10.97,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX Masque 200ml,3474630714762,Scanlon Hair,1.00,2,0.00,,31.00,,31.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vit Col AOX Shampoo 300ml,3474636483891,Scanlon Hair,0.00,3,2.64,10.97,29.00,0.00,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Vitamino Color Masque 200ml,3474630307476,Scanlon Hair,1.00,0,0.00,,31.00,,31.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Volumetry Conditioner 200ml,3474636505890,Scanlon Hair,1.00,3,2.64,10.97,29.00,10.97,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Volumetry Root Lift Spray 125ml,3474630527584,Scanlon Hair,1.00,1,2.36,,26.00,,26.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SE Volumetry Shampoo 300ml,3474636505876,Scanlon Hair,1.00,3,2.64,10.97,29.00,10.97,29.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Smartbond Conditioner 250ml,3474636452842,Scanlon Hair,7.00,4,4.09,45.00,45.00,315.00,315.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR Steampod,3474630657632,Scanlon Hair,4.00,,30.00,,330.00,,"1,320.00",735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Coloured Hair Conditioner 250ml,3474630643291,Scanlon Hair,1.00,2,3.09,,34.00,,34.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Coloured Hair Shampoo 250ml,3474630643178,Scanlon Hair,3.00,2,3.09,,34.00,,102.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Denser Hair Gelee 90ml,3474636432905,Scanlon Hair,1.00,2,5.45,,60.00,,60.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Natural Hair Conditioner 250ml,3474630643253,Scanlon Hair,2.00,1,3.09,,34.00,,68.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Natural Hair Shampoo 250ml,3474630643161,Scanlon Hair,2.00,1,3.09,,34.00,,68.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR SX Thicker Hair 90ml,3474630643659,Scanlon Hair,2.00,2,5.45,,60.00,,120.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Dual Stylers Sleek and Swing 150ml,3474630648418,Scanlon Hair,1.00,3,3.18,,34.95,,34.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA DualStylers Bouncy & Tender 150ml,3474630648371,Scanlon Hair,2.00,2,3.18,,34.95,,69.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA DualStylers Liss & Push Up 150ml,3474630648456,Scanlon Hair,3.00,3,3.18,,34.95,,104.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Air Fix 400ml,3474630625082,Scanlon Hair,2.00,2,2.90,,31.95,,63.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Anti-Frizz 250ml,3474630624979,Scanlon Hair,2.00,,0.00,,25.95,,51.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Design 200ml,3474630613638,Scanlon Hair,6.00,2,2.36,,25.95,,155.70,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Deviation Paste 100ml,3474630632196,Scanlon Hair,2.00,2,2.36,,25.95,,51.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Max 200ml,,Scanlon Hair,0.00,1,2.36,,25.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Fix Web 150ml,3474630614727,Scanlon Hair,1.00,2,2.36,,25.95,,25.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA French Froisse 150ml,,Scanlon Hair,0.00,1,3.18,,34.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA French Girl Messy Cliche 150ml,3474636370597,Scanlon Hair,0.00,1,3.18,,34.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Smooth Liss Control 150ml,3474630623026,Scanlon Hair,4.00,2,2.36,,25.95,,103.80,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Smooth Liss Control+ 50ml,3474630623095,Scanlon Hair,1.00,1,2.36,,25.95,,25.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Texture Morning After Dust 200ml,3474636108374,Scanlon Hair,0.00,1,2.36,,25.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Volume Architect 150ml,3474630631809,Scanlon Hair,3.00,3,2.36,,25.95,,77.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Volume Density Material 100ml,3474630618695,Scanlon Hair,2.00,2,2.36,10.67,25.95,21.34,51.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Volume Full Volume Extra 250ml,3474630614543,Scanlon Hair,1.00,2,2.36,,25.95,,25.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Volume Pli 190ml,3474630736221,Scanlon Hair,3.00,3,2.36,,25.95,,77.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA Volume Super Dust 7g,3474630614611,Scanlon Hair,0.00,,2.36,,25.95,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers 60's Babe 250ml,3474636355969,Scanlon Hair,1.00,1,3.18,,34.95,,34.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Beach Waves 150ml,3474630618435,Scanlon Hair,3.00,2,3.18,,34.95,,104.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Crepage De Chignon 200ml,3474630631847,Scanlon Hair,2.00,2,3.18,,34.95,,69.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Depolish 100ml,3474630618473,Scanlon Hair,3.00,3,3.18,14.18,34.95,42.54,104.85,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Next Day Hair 250ml,3474630618329,Scanlon Hair,2.00,,3.18,,34.95,,69.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Powder In Lotion 150ml,3474636501953,Scanlon Hair,1.00,1,3.18,,34.95,,34.95,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
LOR TA WildStylers Scruff Me 150ml,3474630618213,Scanlon Hair,2.00,2,3.18,,34.95,,69.90,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Majicontrast Copper,3474634003893,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
Majicontrast Red,3474634003879,Scanlon Hair,1.00,1,0.00,,0.00,,0.00,735.00,572.52,574.31,"6,555.60","1,139.36","11,874.60"
